mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,id,mz.cont,source
341.11007,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,-341.11007,bgn
341.13863,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,-341.13863,bgn
342.12266,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,-342.12266,bgn
343.08126,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,-343.08126,bgn
344.11321,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,-344.11321,bgn
344.97917,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,-344.97917,bgn
345.01363,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,-345.01363,bgn
345.06802,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,-345.06802,bgn
345.08916,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,-345.08916,bgn
347.21215,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,-347.21215,bgn
347.24136,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,-347.24136,bgn
348.15986,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,-348.15986,bgn
349.06296,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,-349.06296,bgn
349.10739,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,-349.10739,bgn
349.19145,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,-349.19145,bgn
349.25703,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,-349.25703,bgn
350.10989,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,-350.10989,bgn
350.28868,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,-350.28868,bgn
351.09376,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,-351.09376,bgn
351.12309,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,-351.12309,bgn
352.03752,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,-352.03752,bgn
352.08199,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,-352.08199,bgn
352.15473,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,-352.15473,bgn
353.08961,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,-353.08961,bgn
353.13878,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,-353.13878,bgn
354.12278,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,-354.12278,bgn
354.14212,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,-354.14212,bgn
355.15443,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,-355.15443,bgn
356.11337,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,-356.11337,bgn
356.18609,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,-356.18609,bgn
358.12899,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,-358.12899,bgn
361.01066,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,-361.01066,bgn
361.1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,-361.1916,bgn
363.0788,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,-363.0788,bgn
363.20726,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,-363.20726,bgn
364.2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,-364.2389,bgn
365.10937,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,-365.10937,bgn
365.13865,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,-365.13865,bgn
365.2226,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,-365.2226,bgn
365.28819,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,-365.28819,bgn
366.05303,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,-366.05303,bgn
366.15903,NA,NA,NA,NA,NA,NA,NA,NA,NA,623,-366.15903,bgn
367.11801,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,-367.11801,bgn
367.15427,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,-367.15427,bgn
368.10189,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,-368.10189,bgn
368.12021,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,-368.12021,bgn
368.91205,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,-368.91205,bgn
369.06256,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,-369.06256,bgn
369.10447,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,-369.10447,bgn
369.13355,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,-369.13355,bgn
370.12876,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,-370.12876,bgn
370.86888,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,-370.86888,bgn
372.10812,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,-372.10812,bgn
373.11142,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,-373.11142,bgn
374.12378,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,-374.12378,bgn
376.16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,-376.16619,bgn
377.18648,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,-377.18648,bgn
378.1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,-378.1704,bgn
379.20204,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,-379.20204,bgn
380.18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,-380.18607,bgn
381.13375,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,-381.13375,bgn
381.21771,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,-381.21771,bgn
382.20174,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,-382.20174,bgn
383.12017,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,-383.12017,bgn
383.14937,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,-383.14937,bgn
383.2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,-383.2334,bgn
384.16984,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,-384.16984,bgn
384.18108,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,-384.18108,bgn
385.17951,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,-385.17951,bgn
386.12395,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,-386.12395,bgn
386.13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,-386.13115,bgn
387.15579,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,-387.15579,bgn
388.13152,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,-388.13152,bgn
390.25458,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,-390.25458,bgn
391.23858,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,-391.23858,bgn
392.2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,-392.2334,bgn
393.1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,-393.1523,bgn
394.97591,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,-394.97591,bgn
395.19685,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,-395.19685,bgn
396.18086,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,-396.18086,bgn
397.12857,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,-397.12857,bgn
398.19652,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,-398.19652,bgn
399.15547,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,-399.15547,bgn
399.22816,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,-399.22816,bgn
400.13929,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,-400.13929,bgn
401.17105,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,-401.17105,bgn
404.23363,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,-404.23363,bgn
405.12561,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,-405.12561,bgn
406.24931,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,-406.24931,bgn
407.28095,NA,NA,NA,NA,NA,NA,NA,NA,NA,671,-407.28095,bgn
408.87925,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,-408.87925,bgn
409.20138,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,-409.20138,bgn
410.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,-410.1967,bgn
411.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,-411.0074,bgn
411.16263,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,-411.16263,bgn
412.01076,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,-412.01076,bgn
412.17595,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,-412.17595,bgn
414.25445,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,-414.25445,bgn
415.15063,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,-415.15063,bgn
416.27024,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,-416.27024,bgn
418.24949,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,-418.24949,bgn
419.14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,-419.14138,bgn
419.28114,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,-419.28114,bgn
420.22878,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,-420.22878,bgn
421.21262,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,-421.21262,bgn
422.2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,-422.2444,bgn
423.22844,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,-423.22844,bgn
423.27605,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,-423.27605,bgn
424.17609,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,-424.17609,bgn
424.2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,-424.2601,bgn
425.24413,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,-425.24413,bgn
425.29172,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,-425.29172,bgn
426.19177,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,-426.19177,bgn
426.24761,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,-426.24761,bgn
427.21183,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,-427.21183,bgn
427.22302,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,-427.22302,bgn
429.16902,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,-429.16902,bgn
433.29656,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,-433.29656,bgn
434.30039,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,-434.30039,bgn
435.27589,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,-435.27589,bgn
437.20749,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,-437.20749,bgn
438.23916,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,-438.23916,bgn
439.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,-439.22315,bgn
440.17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,-440.17078,bgn
441.23883,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,-441.23883,bgn
441.28643,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,-441.28643,bgn
442.19777,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,-442.19777,bgn
442.27047,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,-442.27047,bgn
443.25448,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,-443.25448,bgn
444.19098,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,-444.19098,bgn
445.29664,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,-445.29664,bgn
446.15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,-446.15226,bgn
446.22906,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,-446.22906,bgn
447.13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,-447.13629,bgn
447.27601,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,-447.27601,bgn
448.26002,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,-448.26002,bgn
449.12792,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,-449.12792,bgn
449.29164,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,-449.29164,bgn
450.32321,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,-450.32321,bgn
451.25969,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,-451.25969,bgn
451.30724,NA,NA,NA,NA,NA,NA,NA,NA,NA,722,-451.30724,bgn
453.23898,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,-453.23898,bgn
453.28656,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,-453.28656,bgn
454.27065,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,-454.27065,bgn
455.21828,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,-455.21828,bgn
457.2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,-457.2815,bgn
458.19278,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,-458.19278,bgn
459.31254,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,-459.31254,bgn
461.15203,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,-461.15203,bgn
461.29174,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,-461.29174,bgn
461.31234,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,-461.31234,bgn
463.27133,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,-463.27133,bgn
463.30744,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,-463.30744,bgn
465.23864,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,-465.23864,bgn
465.28629,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,-465.28629,bgn
466.27032,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,-466.27032,bgn
467.25432,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,-467.25432,bgn
467.30207,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,-467.30207,bgn
468.12112,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,-468.12112,bgn
468.2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,-468.2496,bgn
468.28597,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,-468.28597,bgn
469.2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,-469.2336,bgn
469.27009,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,-469.27009,bgn
469.28982,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,-469.28982,bgn
471.26045,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,-471.26045,bgn
475.30713,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,-475.30713,bgn
476.33871,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,-476.33871,bgn
477.28648,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,-477.28648,bgn
478.27046,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,-478.27046,bgn
479.30208,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,-479.30208,bgn
480.24969,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,-480.24969,bgn
480.28613,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,-480.28613,bgn
481.28133,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,-481.28133,bgn
481.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,-481.318,bgn
482.26539,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,-482.26539,bgn
483.29698,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,-483.29698,bgn
484.28104,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,-484.28104,bgn
485.23973,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,-485.23973,bgn
485.31263,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,-485.31263,bgn
486.31657,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,-486.31657,bgn
487.23317,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,-487.23317,bgn
487.30891,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,-487.30891,bgn
488.28718,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,-488.28718,bgn
489.29062,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,-489.29062,bgn
491.30228,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,-491.30228,bgn
492.28619,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,-492.28619,bgn
493.28981,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,-493.28981,bgn
493.31789,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,-493.31789,bgn
494.26564,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,-494.26564,bgn
494.30184,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,-494.30184,bgn
495.2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,-495.2607,bgn
495.3059,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,-495.3059,bgn
496.2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,-496.2811,bgn
497.27721,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,-497.27721,bgn
497.31273,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,-497.31273,bgn
498.2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,-498.2604,bgn
498.2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,-498.2793,bgn
498.31662,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,-498.31662,bgn
499.29203,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,-499.29203,bgn
499.32839,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,-499.32839,bgn
501.30769,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,-501.30769,bgn
502.31151,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,-502.31151,bgn
506.30158,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,-506.30158,bgn
507.29669,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,-507.29669,bgn
508.28085,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,-508.28085,bgn
509.31246,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,-509.31246,bgn
510.29652,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,-510.29652,bgn
511.32797,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,-511.32797,bgn
512.27599,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,-512.27599,bgn
512.33185,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,-512.33185,bgn
513.27078,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,-513.27078,bgn
513.30734,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,-513.30734,bgn
513.33215,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,-513.33215,bgn
514.30247,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,-514.30247,bgn
516.28166,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,-516.28166,bgn
517.30229,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,-517.30229,bgn
520.31728,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,-520.31728,bgn
521.3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,-521.3124,bgn
522.29656,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,-522.29656,bgn
523.29116,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,-523.29116,bgn
523.32816,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,-523.32816,bgn
524.27597,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,-524.27597,bgn
524.31243,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,-524.31243,bgn
525.30737,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,-525.30737,bgn
525.34382,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,-525.34382,bgn
526.29153,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,-526.29153,bgn
526.31155,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,-526.31155,bgn
527.32307,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,-527.32307,bgn
528.28181,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,-528.28181,bgn
528.32704,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,-528.32704,bgn
529.26652,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,-529.26652,bgn
529.30199,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,-529.30199,bgn
529.35814,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,-529.35814,bgn
530.29732,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,-530.29732,bgn
533.31242,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,-533.31242,bgn
535.32825,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,-535.32825,bgn
537.30753,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,-537.30753,bgn
537.34393,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,-537.34393,bgn
538.29166,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,-538.29166,bgn
538.32805,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,-538.32805,bgn
538.34774,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,-538.34774,bgn
539.28608,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,-539.28608,bgn
539.32317,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,-539.32317,bgn
540.31819,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,-540.31819,bgn
540.32756,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,-540.32756,bgn
541.30242,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,-541.30242,bgn
541.33875,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,-541.33875,bgn
542.29721,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,-542.29721,bgn
543.31812,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,-543.31812,bgn
544.34962,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,-544.34962,bgn
549.3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,-549.3075,bgn
551.32329,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,-551.32329,bgn
553.30243,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,-553.30243,bgn
553.33896,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,-553.33896,bgn
554.34209,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,-554.34209,bgn
554.37026,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,-554.37026,bgn
555.31794,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,-555.31794,bgn
555.37388,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,-555.37388,bgn
556.31253,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,-556.31253,bgn
556.33844,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,-556.33844,bgn
565.30083,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,-565.30083,bgn
565.33867,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,-565.33867,bgn
567.31776,NA,NA,NA,NA,NA,NA,NA,NA,NA,844,-567.31776,bgn
568.34924,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,-568.34924,bgn
569.33378,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,-569.33378,bgn
571.34938,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,-571.34938,bgn
580.38617,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,-580.38617,bgn
581.3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,-581.3338,bgn
581.37019,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,-581.37019,bgn
599.38092,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,-599.38092,bgn
601.34236,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,-601.34236,bgn
607.38605,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,-607.38605,bgn
611.38059,NA,NA,NA,NA,NA,NA,NA,NA,NA,854,-611.38059,bgn
615.37571,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,-615.37571,bgn
617.39142,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,-617.39142,bgn
625.39646,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,-625.39646,bgn
627.35787,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,-627.35787,bgn
641.39147,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,-641.39147,bgn
642.42304,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,-642.42304,bgn
643.40719,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,-643.40719,bgn
659.40216,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,-659.40216,bgn
662.37677,NA,NA,NA,NA,NA,NA,NA,NA,NA,863,-662.37677,bgn
671.4022,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,-671.4022,bgn
675.39678,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,-675.39678,bgn
685.41758,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,-685.41758,bgn
686.42072,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,-686.42072,bgn
687.37903,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,-687.37903,bgn
688.39221,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,-688.39221,bgn
701.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,-701.4125,bgn
773.4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,-773.4698,bgn
775.43115,NA,NA,NA,NA,NA,NA,NA,NA,NA,872,-775.43115,bgn
102.04053,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,-102.04053,bgn
201.11324,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,-201.11324,bgn
209.98953,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,-209.98953,bgn
226.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,-226.047,bgn
231.08067,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,-231.08067,bgn
292.94611,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,-292.94611,bgn
293.89124,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,-293.89124,bgn
312.89892,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,-312.89892,bgn
351.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,-351.221,bgn
357.09883,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,-357.09883,bgn
499.25605,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,-499.25605,bgn
554.29749,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,-554.29749,bgn
252.09103,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,-252.09103,bgn
310.95664,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,-310.95664,bgn
148.0599835,148.0599213,148.0602264,1303.86,1289.28,1319.55,21320963332,21320713231,1805826688,130953,887,148.0599835,psp
130.0498044,130.0497742,130.049881,1303.86,1289.28,1319.55,3521746962,3521033143,301890304,14357,888,130.0498044,psp
233.2446856,233.2445984,233.2447968,1322.93,1304.42,1335.31,5519406509,5518959286,259576144,11916,889,233.2446856,psp
664.1171602,664.1170044,664.1174927,1315.62,1302.18,1329.68,1448250325,1448198936,196204288,23216,890,664.1171602,psp
233.1130498,233.1129761,233.1134186,1306.1,1288.16,1327.43,1063215833,1062029942,122181184,748,891,233.1130498,psp
149.0633234,149.0632324,149.0635681,1304.98,1304.98,1319.55,543925742.1,543674971.4,91513336,4340,892,149.0633234,psp
102.0548257,102.0547943,102.0548782,1303.86,1289.28,1319.55,703047080,700252955.5,61472984,827,893,102.0548257,psp
123.0553865,123.0553589,123.0554352,1317.87,1303.86,1332.5,544411989.8,511530041.9,54190284,65,894,123.0553865,psp
